Ticker,Sector,Template,Score,View,Conclusion
MGG,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
MLS,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
MML,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
MNB,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
MPC,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
MPT,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
MSH,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
MSN,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
NAF,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
NCG,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
NCS,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
NDF,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
NDT,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
NET,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
NGC,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
NHT,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
NJC,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
NNQ,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
NSC,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
NSS,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
NST,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
NTT,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
OCH,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
PAN,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
PCF,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
PNJ,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
PPH,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
PRO,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
PSL,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
PTG,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
PTM,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
QHW,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
QNS,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
RAL,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
SAB,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
SAF,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
SB1,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
SBB,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
SBL,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
SBT,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
SCD,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
SCV,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
SEA,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
SGC,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
SGI,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
SGO,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
SHE,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
SJ1,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
SKH,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
SKN,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
SKV,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
SLS,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
SMB,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
SNC,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
SPB,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
SPD,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
SPH,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
SPV,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
SRC,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
SSC,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
SSF,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
SSN,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
STD,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
STK,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
SVC,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
SVD,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
TAN,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
TAR,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
TCJ,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
TCM,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
TCO,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
TDT,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
TET,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
TFC,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
THB,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
THM,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
THP,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
TLG,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
TLI,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
TMT,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
TNG,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
TNV,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
TS4,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
TT6,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
TTG,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
TVT,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
UXC,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
VCF,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
VDG,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
VDL,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
VDM,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
VDN,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
VGG,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
VGT,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
VHC,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
VHF,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
VHI,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
VKC,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
VKD,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
VLC,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
VLF,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
VMA,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
VNH,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
VNM,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
VOC,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
VSF,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
VSN,Hàng Tiêu dùng,Tiêu dùng & thực phẩm,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
